13993.18	243	30.5
14053.23	242.75	30.25
14113.28	242.75	30.25
14173.33	244.5	30.25
14233.37	244	30
14293.42	245.75	30
14353.47	247	30.25
14413.51	246.5	30.75
14473.56	245.5	30
14533.6	244.75	30.75
14593.63	244.75	30.25
14653.68	243.75	30
14713.74	243.5	30.25
14773.77	243.5	30.5
14833.83	245.25	30.5
14893.86	246	30.5
14953.91	246.25	30.25
15013.96	246.25	30.5
15074	245.25	30.5
15134.05	244.25	30.5
15194.1	243.75	29.75
15254.14	243.75	30
15314.19	243.5	30.25
15374.23	243.25	30
15434.28	243	30.25
15494.32	244	29.5
15554.37	245.25	30.25
15614.42	245.5	30.75
15674.46	246	30.5
15734.49	248.5	30.75
15794.54	249.5	31.25
15854.6	245.5	30.5
15914.63	243	30.25
15974.69	243.75	30.25
16034.74	245.5	30.25
16094.77	248	30.5
16154.81	249	31
16214.87	249.75	31.5
16274.91	247	31
16334.96	244.75	30
16395	243.25	30.5
16455.04	243.5	30.5
16515.09	244	30.25
16575.14	243.75	30.75
16635.19	241.75	30.25
16695.22	243	30.5
16755.27	243.5	30.75
16815.32	244	30.75
16875.37	244.75	30.5
16935.4	245.75	30.25
16995.46	244.5	31
17055.5	243.5	30
17115.54	242.5	30
17175.6	241.25	30.25
17235.65	241.75	30.25
17295.68	241.75	30
17355.73	242	29.75
17415.77	242	30.75
17475.81	240.5	30.25
17535.86	241	30.25
17595.91	240.5	29.75
17655.95	241.5	30.5
17716	242.5	30.5
17776.05	243.5	31
17836.09	244.5	30.75
17896.13	243	30.25
17956.18	242.5	30.5
18016.23	241.25	30
18076.27	242.25	31.25
18136.31	241.25	30.5
18196.37	241	30.25
18256.41	240.75	30.5
18316.46	241	30.5
18377.67	240.5	30.75
18437.72	241.25	30
18497.77	242.25	29.75
18557.81	243.25	30
18617.87	243	30.5
18677.91	242.75	30.5
18737.96	241.75	30.75
18798	241.75	30.25
18858.05	241.25	30.25
18918.1	240.25	30.25
18978.13	240.5	30.25
19038.19	240.75	29.25
19098.23	242.25	30.25
19158.27	244.25	30
19218.32	244.5	30.25
19278.36	246.5	30.75
19338.41	246	31.25
19398.46	243.75	31
19458.5	241	30
19518.54	241	30.75
19578.59	242.5	30.25
19638.64	244	31
19698.67	245.75	30.75
19758.71	245.5	30
19818.78	243.5	31
19878.82	242	30.75
19938.86	242	30.5
19998.9	241.5	30
20058.94	240.5	30.25
20119	241.25	30.5
20179.04	240.75	29.75
20239.09	241.25	29.75
20299.14	240.25	29.5
20359.18	240.25	30
20419.23	242.5	30.25
20479.27	244	30.25
20539.32	244.75	30
20599.37	244	30.5
20659.41	242	30.25
20719.46	241.25	30.5
20779.5	241.25	30
20839.55	240.5	30.75
20899.59	242	30.5
20959.63	242.25	30.25
21019.68	243.75	30.5
21079.73	243.25	30.75
21139.77	243	29.75
21199.82	243	30.25
21259.87	241.5	29.75
21319.91	240.75	30.25
21379.96	241.5	30.25
21439.99	241	30
21500.04	241.25	31.5
21560.09	242.75	30
21620.14	244	30.5
21680.18	242.75	30.25
21740.22	242.5	30.5
21800.27	242.5	30.25
21860.32	241	30.25
21920.37	240.75	29.25
21980.41	241.75	30.25
22040.45	241.25	30.5
22100.5	241	30
22160.54	242.25	30.5
22220.59	244	29.25
22280.63	244.25	30.75
22340.68	244	29.75
22400.72	242.25	30.5
22460.77	242.5	30.25
22520.81	242.25	30
22580.86	241.75	30.25
22640.91	241.5	30
22700.95	241.5	30.25
22760.99	242.25	30.75
22821.04	242.75	30.25
22881.09	244.5	30.75
22941.13	243.75	29.75
23001.18	243	30
23061.22	242.5	30.25
23121.27	242	30.5
23181.32	242.5	29.75
23241.36	241	30
23301.4	241.5	30.5
23361.46	240.75	30.25
23421.5	241.5	29.75
23481.54	241.75	30
23541.59	240.5	29.5
